version	book_name	chapter_number	verse_number	versetext	book_id
NASB	1 Corinthians	10	26	FOR THE EARTH IS THE LORD&rsquo;s, AND ALL IT CONTAINS.	46
NASB	1 Corinthians	10	27	If one of the unbelievers invites you and you want to go, eat anything that is set before you without asking questions for conscience&rsquo; sake.	46
NASB	1 Corinthians	10	28	But if anyone says to you, &ldquo;This is meat sacrificed to idols,&rdquo; do not eat it, for the sake of the one who informed you, and for conscience&rsquo; sake;	46
NASB	1 Corinthians	10	29	I mean not your own conscience, but the other man&rsquo;s; for why is my freedom judged by another&rsquo;s conscience?	46
NASB	1 Corinthians	10	3	And all ate the same spiritual food;	46
NASB	1 Corinthians	10	30	If I partake with thankfulness, why am I slandered concerning that for which I give thanks?	46
NASB	1 Corinthians	10	31	Whether, then, you eat or drink or whatever you do, do all to the glory of God.	46
NASB	1 Corinthians	10	32	Give no offense either to Jews or to Greeks or to the church of God;	46
NASB	1 Corinthians	10	33	Just as I also please all men in all things, not seeking my own profit but the profit of the many, so that they may be saved.	46
NASB	1 Corinthians	10	4	And all drank the same spiritual drink, for they were drinking from a spiritual rock which followed them; and the rock was Christ.	46
NASB	1 Corinthians	10	5	Nevertheless, with most of them God was not well-pleased; for they were laid low in the wilderness.	46
NASB	1 Corinthians	10	6	Now these things happened as examples for us, so that we would not crave evil things as they also craved.	46
NASB	1 Corinthians	10	7	Do not be idolaters, as some of them were; as it is written, &ldquo;THE PEOPLE SAT DOWN TO EAT AND DRINK, AND STOOD UP TO PLAY.&rdquo;	46
NASB	1 Corinthians	10	8	Nor let us act immorally, as some of them did, and twenty-three thousand fell in one day.	46
NASB	1 Corinthians	10	9	Nor let us try the Lord, as some of them did, and were destroyed by the serpents.	46
NASB	1 Corinthians	11	1	Be imitators of me, just as I also am of Christ.	46
NASB	1 Corinthians	11	10	Therefore the woman ought to have a symbol of authority on her head, because of the angels.	46
NASB	1 Corinthians	11	11	However, in the Lord, neither is woman independent of man, nor is man independent of woman.	46
NASB	1 Corinthians	11	12	For as the woman originates from the man, so also the man has his birth through the woman; and all things originate from God.	46
NASB	1 Corinthians	11	13	Judge for yourselves: is it proper for a woman to pray to God with her head uncovered?	46
NASB	1 Corinthians	11	14	Does not even nature itself teach you that if a man has long hair, it is a dishonor to him,	46
NASB	1 Corinthians	11	15	But if a woman has long hair, it is a glory to her? For her hair is given to her for a covering.	46
NASB	1 Corinthians	11	16	But if one is inclined to be contentious, we have no other practice, nor have the churches of God.	46
NASB	1 Corinthians	11	17	But in giving this instruction, I do not praise you, because you come together not for the better but for the worse.	46
NASB	1 Corinthians	11	18	For, in the first place, when you come together as a church, I hear that divisions exist among you; and in part I believe it.	46
NASB	1 Corinthians	11	19	For there must also be factions among you, so that those who are approved may become evident among you.	46
NASB	1 Corinthians	11	2	Now I praise you because you remember me in everything and hold firmly to the traditions, just as I delivered them to you.	46
NASB	1 Corinthians	11	20	Therefore when you meet together, it is not to eat the Lord&rsquo;s Supper,	46
NASB	1 Corinthians	11	21	For in your eating each one takes his own supper first; and one is hungry and another is drunk.	46
NASB	1 Corinthians	11	22	What! Do you not have houses in which to eat and drink? Or do you despise the church of God and shame those who have nothing? What shall I say to you? Shall I praise you? In this I will not praise you.	46
NASB	1 Corinthians	11	23	For I received from the Lord that which I also delivered to you, that the Lord Jesus in the night in which He was betrayed took bread;	46
NASB	1 Corinthians	11	24	And when He had given thanks, He broke it and said, &ldquo;This is My body, which is for you; do this in remembrance of Me.&rdquo;	46
NASB	1 Corinthians	11	25	In the same way He took the cup also after supper, saying, &ldquo;This cup is the new covenant in My blood; do this, as often as you drink it, in remembrance of Me.&rdquo;	46
NASB	1 Corinthians	11	26	For as often as you eat this bread and drink the cup, you proclaim the Lord&rsquo;s death until He comes.	46
NASB	1 Corinthians	11	27	Therefore whoever eats the bread or drinks the cup of the Lord in an unworthy manner, shall be guilty of the body and the blood of the Lord.	46
NASB	1 Corinthians	11	28	But a man must examine himself, and in so doing he is to eat of the bread and drink of the cup.	46
NASB	1 Corinthians	11	29	For he who eats and drinks, eats and drinks judgment to himself if he does not judge the body rightly.	46
NASB	1 Corinthians	11	3	But I want you to understand that Christ is the head of every man, and the man is the head of a woman, and God is the head of Christ.	46
NASB	1 Corinthians	11	30	For this reason many among you are weak and sick, and a number sleep.	46
NASB	1 Corinthians	11	31	But if we judged ourselves rightly, we would not be judged.	46
NASB	1 Corinthians	11	32	But when we are judged, we are disciplined by the Lord so that we will not be condemned along with the world.	46
NASB	1 Corinthians	11	33	So then, my brethren, when you come together to eat, wait for one another.	46
NASB	1 Corinthians	11	34	If anyone is hungry, let him eat at home, so that you will not come together for judgment. The remaining matters I will arrange when I come.	46
NASB	1 Corinthians	11	4	Every man who has something on his head while praying or prophesying disgraces his head.	46
NASB	1 Corinthians	11	5	But every woman who has her head uncovered while praying or prophesying disgraces her head, for she is one and the same as the woman whose head is shaved.	46
NASB	1 Corinthians	11	6	For if a woman does not cover her head, let her also have her hair cut off; but if it is disgraceful for a woman to have her hair cut off or her head shaved, let her cover her head.	46
NASB	1 Corinthians	11	7	For a man ought not to have his head covered, since he is the image and glory of God; but the woman is the glory of man.	46
NASB	1 Corinthians	11	8	For man does not originate from woman, but woman from man;	46
NASB	1 Corinthians	11	9	For indeed man was not created for the woman&rsquo;s sake, but woman for the man&rsquo;s sake.	46
NASB	1 Corinthians	12	1	Now concerning spiritual gifts, brethren, I do not want you to be unaware.	46
NASB	1 Corinthians	12	10	And to another the effecting of miracles, and to another prophecy, and to another the distinguishing of spirits, to another various kinds of tongues, and to another the interpretation of tongues.	46
NASB	1 Corinthians	12	11	But one and the same Spirit works all these things, distributing to each one individually just as He wills.	46
NASB	1 Corinthians	12	12	For even as the body is one and yet has many members, and all the members of the body, though they are many, are one body, so also is Christ.	46
NASB	1 Corinthians	12	13	For by one Spirit we were all baptized into one body, whether Jews or Greeks, whether slaves or free, and we were all made to drink of one Spirit.	46
NASB	1 Corinthians	12	14	For the body is not one member, but many.	46
NASB	1 Corinthians	12	15	If the foot says, &ldquo;Because I am not a hand, I am not a part of the body,&rdquo; it is not for this reason any the less a part of the body.	46
NASB	1 Corinthians	12	16	And if the ear says, &ldquo;Because I am not an eye, I am not a part of the body,&rdquo; it is not for this reason any the less a part of the body.	46
NASB	1 Corinthians	12	17	If the whole body were an eye, where would the hearing be? If the whole were hearing, where would the sense of smell be?	46
NASB	1 Corinthians	12	18	But now God has placed the members, each one of them, in the body, just as He desired.	46
NASB	1 Corinthians	12	19	If they were all one member, where would the body be?	46
NASB	1 Corinthians	12	2	You know that when you were pagans, you were led astray to the mute idols, however you were led.	46
NASB	1 Corinthians	12	20	But now there are many members, but one body.	46
NASB	1 Corinthians	12	21	And the eye cannot say to the hand, &ldquo;I have no need of you&rdquo;; or again the head to the feet, &ldquo;I have no need of you.&rdquo;	46
NASB	1 Corinthians	12	22	On the contrary, it is much truer that the members of the body which seem to be weaker are necessary;	46
NASB	1 Corinthians	12	23	And those members of the body which we deem less honorable, on these we bestow more abundant honor, and our less presentable members become much more presentable,	46
NASB	1 Corinthians	12	24	Whereas our more presentable members have no need of it. But God has so composed the body, giving more abundant honor to that member which lacked,	46
NASB	1 Corinthians	12	25	So that there may be no division in the body, but that the members may have the same care for one another.	46
NASB	1 Corinthians	12	26	And if one member suffers, all the members suffer with it; if one member is honored, all the members rejoice with it.	46
NASB	1 Corinthians	12	27	Now you are Christ&rsquo;s body, and individually members of it.	46
NASB	1 Corinthians	12	28	And God has appointed in the church, first apostles, second prophets, third teachers, then miracles, then gifts of healings, helps, administrations, various kinds of tongues.	46
NASB	1 Corinthians	12	29	All are not apostles, are they? All are not prophets, are they? All are not teachers, are they? All are not workers of miracles, are they?	46
NASB	1 Corinthians	12	3	Therefore I make known to you that no one speaking by the Spirit of God says, &ldquo;Jesus is accursed&rdquo;; and no one can say, &ldquo;Jesus is Lord,&rdquo; except by the Holy Spirit.	46
NASB	1 Corinthians	12	30	All do not have gifts of healings, do they? All do not speak with tongues, do they? All do not interpret, do they?	46
NASB	1 Corinthians	12	31	But earnestly desire the greater gifts. And I show you a still more excellent way.	46
NASB	1 Corinthians	12	4	Now there are varieties of gifts, but the same Spirit.	46
NASB	1 Corinthians	12	5	And there are varieties of ministries, and the same Lord.	46
NASB	1 Corinthians	12	6	There are varieties of effects, but the same God who works all things in all persons.	46
NASB	1 Corinthians	12	7	But to each one is given the manifestation of the Spirit for the common good.	46
NASB	1 Corinthians	12	8	For to one is given the word of wisdom through the Spirit, and to another the word of knowledge according to the same Spirit;	46
NASB	1 Corinthians	12	9	To another faith by the same Spirit, and to another gifts of healing by the one Spirit,	46
NASB	1 Corinthians	13	1	If I speak with the tongues of men and of angels, but do not have love, I have become a noisy gong or a clanging cymbal.	46
NASB	1 Corinthians	13	10	But when the perfect comes, the partial will be done away.	46
NASB	1 Corinthians	13	11	When I was a child, I used to speak like a child, think like a child, reason like a child; when I became a man, I did away with childish things.	46
NASB	1 Corinthians	13	12	For now we see in a mirror dimly, but then face to face; now I know in part, but then I will know fully just as I also have been fully known.	46
NASB	1 Corinthians	13	13	But now faith, hope, love, abide these three; but the greatest of these is love.	46
NASB	1 Corinthians	13	2	If I have the gift of prophecy, and know all mysteries and all knowledge; and if I have all faith, so as to remove mountains, but do not have love, I am nothing.	46
NASB	1 Corinthians	13	3	And if I give all my possessions to feed the poor, and if I surrender my body to be burned, but do not have love, it profits me nothing.	46
NASB	1 Corinthians	13	4	Love is patient, love is kind and is not jealous; love does not brag and is not arrogant,	46
NASB	1 Corinthians	13	5	Does not act unbecomingly; it does not seek its own, is not provoked, does not take into account a wrong suffered,	46
NASB	1 Corinthians	13	6	Does not rejoice in unrighteousness, but rejoices with the truth;	46
NASB	1 Corinthians	13	7	Bears all things, believes all things, hopes all things, endures all things.	46
NASB	1 Corinthians	13	8	Love never fails; but if there are gifts of prophecy, they will be done away; if there are tongues, they will cease; if there is knowledge, it will be done away.	46
NASB	1 Corinthians	13	9	For we know in part and we prophesy in part;	46
NASB	1 Corinthians	14	1	Pursue love, yet desire earnestly spiritual gifts, but especially that you may prophesy.	46
NASB	1 Corinthians	14	10	There are, perhaps, a great many kinds of languages in the world, and no kind is without meaning.	46
NASB	1 Corinthians	14	11	If then I do not know the meaning of the language, I will be to the one who speaks a barbarian, and the one who speaks will be a barbarian to me.	46
NASB	1 Corinthians	14	12	So also you, since you are zealous of spiritual gifts, seek to abound for the edification of the church.	46
NASB	1 Corinthians	14	13	Therefore let one who speaks in a tongue pray that he may interpret.	46
NASB	1 Corinthians	14	14	For if I pray in a tongue, my spirit prays, but my mind is unfruitful.	46
NASB	1 Corinthians	14	15	What is the outcome then? I will pray with the spirit and I will pray with the mind also; I will sing with the spirit and I will sing with the mind also.	46
NASB	1 Corinthians	14	16	Otherwise if you bless in the spirit only, how will the one who fills the place of the ungifted say the &ldquo;Amen&rdquo; at your giving of thanks, since he does not know what you are saying?	46
NASB	1 Corinthians	14	17	For you are giving thanks well enough, but the other person is not edified.	46
NASB	1 Corinthians	14	18	I thank God, I speak in tongues more than you all;	46
NASB	1 Corinthians	14	19	However, in the church I desire to speak five words with my mind so that I may instruct others also, rather than ten thousand words in a tongue.	46
NASB	1 Corinthians	14	2	For one who speaks in a tongue does not speak to men but to God; for no one understands, but in his spirit he speaks mysteries.	46
NASB	1 Corinthians	14	20	Brethren, do not be children in your thinking; yet in evil be infants, but in your thinking be mature.	46
NASB	1 Corinthians	14	21	In the Law it is written, &ldquo;BY MEN OF STRANGE TONGUES AND BY THE LIPS OF STRANGERS I WILL SPEAK TO THIS PEOPLE, AND EVEN SO THEY WILL NOT LISTEN TO ME,&rdquo; says the Lord.	46
NASB	1 Corinthians	14	22	So then tongues are for a sign, not to those who believe but to unbelievers; but prophecy is for a sign, not to unbelievers but to those who believe.	46
NASB	1 Corinthians	14	23	Therefore if the whole church assembles together and all speak in tongues, and ungifted men or unbelievers enter, will they not say that you are mad?	46
NASB	1 Corinthians	14	24	But if all prophesy, and an unbeliever or an ungifted man enters, he is convicted by all, he is called to account by all;	46
NASB	1 Corinthians	14	25	The secrets of his heart are disclosed; and so he will fall on his face and worship God, declaring that God is certainly among you.	46
NASB	1 Corinthians	14	26	What is the outcome then, brethren? When you assemble, each one has a psalm, has a teaching, has a revelation, has a tongue, has an interpretation. Let all things be done for edification.	46
NASB	1 Corinthians	14	27	If anyone speaks in a tongue, it should be by two or at the most three, and each in turn, and one must interpret;	46
NASB	1 Corinthians	14	28	But if there is no interpreter, he must keep silent in the church; and let him speak to himself and to God.	46
NASB	1 Corinthians	14	29	Let two or three prophets speak, and let the others pass judgment.	46
NASB	1 Corinthians	14	3	But one who prophesies speaks to men for edification and exhortation and consolation.	46
NASB	1 Corinthians	14	30	But if a revelation is made to another who is seated, the first one must keep silent.	46
NASB	1 Corinthians	14	31	For you can all prophesy one by one, so that all may learn and all may be exhorted;	46
NASB	1 Corinthians	14	32	And the spirits of prophets are subject to prophets;	46
NASB	1 Corinthians	14	33	For God is not a God of confusion but of peace, as in all the churches of the saints.	46
NASB	1 Corinthians	14	34	The women are to keep silent in the churches; for they are not permitted to speak, but are to subject themselves, just as the Law also says.	46
NASB	1 Corinthians	14	35	If they desire to learn anything, let them ask their own husbands at home; for it is improper for a woman to speak in church.	46
NASB	1 Corinthians	14	36	Was it from you that the word of God first went forth? Or has it come to you only?	46
NASB	1 Corinthians	14	37	If anyone thinks he is a prophet or spiritual, let him recognize that the things which I write to you are the Lord&rsquo;s commandment.	46
NASB	1 Corinthians	14	38	But if anyone does not recognize this, he is not recognized.	46
NASB	1 Corinthians	14	39	Therefore, my brethren, desire earnestly to prophesy, and do not forbid to speak in tongues.	46
NASB	1 Corinthians	14	4	One who speaks in a tongue edifies himself; but one who prophesies edifies the church.	46
NASB	1 Corinthians	14	40	But all things must be done properly and in an orderly manner.	46
NASB	1 Corinthians	14	5	Now I wish that you all spoke in tongues, but even more that you would prophesy; and greater is one who prophesies than one who speaks in tongues, unless he interprets, so that the church may receive edifying.	46
NASB	1 Corinthians	14	6	But now, brethren, if I come to you speaking in tongues, what will I profit you unless I speak to you either by way of revelation or of knowledge or of prophecy or of teaching?	46
NASB	1 Corinthians	14	7	Yet even lifeless things, either flute or harp, in producing a sound, if they do not produce a distinction in the tones, how will it be known what is played on the flute or on the harp?	46
NASB	1 Corinthians	14	8	For if the bugle produces an indistinct sound, who will prepare himself for battle?	46
NASB	1 Corinthians	14	9	So also you, unless you utter by the tongue speech that is clear, how will it be known what is spoken? For you will be speaking into the air.	46
NASB	1 Corinthians	15	1	Now I make known to you, brethren, the gospel which I preached to you, which also you received, in which also you stand,	46
NASB	1 Corinthians	15	10	But by the grace of God I am what I am, and His grace toward me did not prove vain; but I labored even more than all of them, yet not I, but the grace of God with me.	46
NASB	1 Corinthians	15	11	Whether then it was I or they, so we preach and so you believed.	46
NASB	1 Corinthians	15	12	Now if Christ is preached, that He has been raised from the dead, how do some among you say that there is no resurrection of the dead?	46
NASB	1 Corinthians	15	13	But if there is no resurrection of the dead, not even Christ has been raised;	46
NASB	1 Corinthians	15	14	And if Christ has not been raised, then our preaching is vain, your faith also is vain.	46
NASB	1 Corinthians	15	15	Moreover we are even found to be false witnesses of God, because we testified against God that He raised Christ, whom He did not raise, if in fact the dead are not raised.	46
NASB	1 Corinthians	15	16	For if the dead are not raised, not even Christ has been raised;	46
NASB	1 Corinthians	15	17	And if Christ has not been raised, your faith is worthless; you are still in your sins.	46
NASB	1 Corinthians	15	18	Then those also who have fallen asleep in Christ have perished.	46
NASB	1 Corinthians	15	19	If we have hoped in Christ in this life only, we are of all men most to be pitied.	46
NASB	1 Corinthians	15	2	By which also you are saved, if you hold fast the word which I preached to you, unless you believed in vain.	46
NASB	1 Corinthians	15	20	But now Christ has been raised from the dead, the first fruits of those who are asleep.	46
NASB	1 Corinthians	15	21	For since by a man came death, by a man also came the resurrection of the dead.	46
NASB	1 Corinthians	15	22	For as in Adam all die, so also in Christ all will be made alive.	46
NASB	1 Corinthians	15	23	But each in his own order: Christ the first fruits, after that those who are Christ&rsquo;s at His coming,	46
NASB	1 Corinthians	15	24	Then comes the end, when He hands over the kingdom to the God and Father, when He has abolished all rule and all authority and power.	46
NASB	1 Corinthians	15	25	For He must reign until He has put all His enemies under His feet.	46
NASB	1 Corinthians	15	26	The last enemy that will be abolished is death.	46
NASB	1 Corinthians	15	27	For HE HAS PUT ALL THINGS IN SUBJECTION UNDER HIS FEET. But when He says, &ldquo;All things are put in subjection,&rdquo; it is evident that He is excepted who put all things in subjection to Him.	46
NASB	1 Corinthians	15	28	When all things are subjected to Him, then the Son Himself also will be subjected to the One who subjected all things to Him, so that God may be all in all.	46
NASB	1 Corinthians	15	29	Otherwise, what will those do who are baptized for the dead? If the dead are not raised at all, why then are they baptized for them?	46
NASB	1 Corinthians	15	3	For I delivered to you as of first importance what I also received, that Christ died for our sins according to the Scriptures,	46
NASB	1 Corinthians	15	30	Why are we also in danger every hour?	46
NASB	1 Corinthians	15	31	I affirm, brethren, by the boasting in you which I have in Christ Jesus our Lord, I die daily.	46
NASB	1 Corinthians	15	32	If from human motives I fought with wild beasts at Ephesus, what does it profit me? If the dead are not raised, LET US EAT AND DRINK, FOR TOMORROW WE DIE.	46
NASB	1 Corinthians	15	33	Do not be deceived: &ldquo;Bad company corrupts good morals.&rdquo;	46
NASB	1 Corinthians	15	34	Become sober-minded as you ought, and stop sinning; for some have no knowledge of God. I speak this to your shame.	46
NASB	1 Corinthians	15	35	But someone will say, &ldquo;How are the dead raised? And with what kind of body do they come?&rdquo;	46
NASB	1 Corinthians	15	36	You fool! That which you sow does not come to life unless it dies;	46
NASB	1 Corinthians	15	37	And that which you sow, you do not sow the body which is to be, but a bare grain, perhaps of wheat or of something else.	46
NASB	1 Corinthians	15	38	But God gives it a body just as He wished, and to each of the seeds a body of its own.	46
NASB	1 Corinthians	15	39	All flesh is not the same flesh, but there is one flesh of men, and another flesh of beasts, and another flesh of birds, and another of fish.	46
NASB	1 Corinthians	15	4	And that He was buried, and that He was raised on the third day according to the Scriptures,	46
NASB	1 Corinthians	15	40	There are also heavenly bodies and earthly bodies, but the glory of the heavenly is one, and the glory of the earthly is another.	46
NASB	1 Corinthians	15	41	There is one glory of the sun, and another glory of the moon, and another glory of the stars; for star differs from star in glory.	46
NASB	1 Corinthians	15	42	So also is the resurrection of the dead. It is sown a perishable body, it is raised an imperishable body;	46
NASB	1 Corinthians	15	43	It is sown in dishonor, it is raised in glory; it is sown in weakness, it is raised in power;	46
NASB	1 Corinthians	15	44	It is sown a natural body, it is raised a spiritual body. If there is a natural body, there is also a spiritual body.	46
NASB	1 Corinthians	15	45	So also it is written, &ldquo;The first MAN, Adam, BECAME A LIVING SOUL.&rdquo; The last Adam became a life-giving spirit.	46
NASB	1 Corinthians	15	46	However, the spiritual is not first, but the natural; then the spiritual.	46
NASB	1 Corinthians	15	47	The first man is from the earth, earthy; the second man is from heaven.	46
NASB	1 Corinthians	15	48	As is the earthy, so also are those who are earthy; and as is the heavenly, so also are those who are heavenly.	46
NASB	1 Corinthians	15	49	Just as we have borne the image of the earthy, we will also bear the image of the heavenly.	46
NASB	1 Corinthians	15	5	And that He appeared to Cephas, then to the twelve.	46
NASB	1 Corinthians	15	50	Now I say this, brethren, that flesh and blood cannot inherit the kingdom of God; nor does the perishable inherit the imperishable.	46
NASB	1 Corinthians	15	51	Behold, I tell you a mystery; we will not all sleep, but we will all be changed,	46
NASB	1 Corinthians	15	52	In a moment, in the twinkling of an eye, at the last trumpet; for the trumpet will sound, and the dead will be raised imperishable, and we will be changed.	46
NASB	1 Corinthians	15	53	For this perishable must put on the imperishable, and this mortal must put on immortality.	46
NASB	1 Corinthians	15	54	But when this perishable will have put on the imperishable, and this mortal will have put on immortality, then will come about the saying that is written, &ldquo;DEATH IS SWALLOWED UP in victory.	46
NASB	1 Corinthians	15	55	&ldquo;O DEATH, WHERE IS YOUR VICTORY? O DEATH, WHERE IS YOUR STING?&rdquo;	46
NASB	1 Corinthians	15	56	The sting of death is sin, and the power of sin is the law;	46
NASB	1 Corinthians	15	57	But thanks be to God, who gives us the victory through our Lord Jesus Christ.	46
NASB	1 Corinthians	15	58	Therefore, my beloved brethren, be steadfast, immovable, always abounding in the work of the Lord, knowing that your toil is not in vain in the Lord.	46
NASB	1 Corinthians	15	6	After that He appeared to more than five hundred brethren at one time, most of whom remain until now, but some have fallen asleep;	46
NASB	1 Corinthians	15	7	Then He appeared to James, then to all the apostles;	46
NASB	1 Corinthians	15	8	And last of all, as to one untimely born, He appeared to me also.	46
NASB	1 Corinthians	15	9	For I am the least of the apostles, and not fit to be called an apostle, because I persecuted the church of God.	46
NASB	1 Corinthians	16	1	Now concerning the collection for the saints, as I directed the churches of Galatia, so do you also.	46
NASB	1 Corinthians	16	10	Now if Timothy comes, see that he is with you without cause to be afraid, for he is doing the Lord&rsquo;s work, as I also am.	46
NASB	1 Corinthians	16	11	So let no one despise him. But send him on his way in peace, so that he may come to me; for I expect him with the brethren.	46
NASB	1 Corinthians	16	12	But concerning Apollos our brother, I encouraged him greatly to come to you with the brethren; and it was not at all his desire to come now, but he will come when he has opportunity.	46
NASB	1 Corinthians	16	13	Be on the alert, stand firm in the faith, act like men, be strong.	46
NASB	1 Corinthians	16	14	Let all that you do be done in love.	46
NASB	1 Corinthians	16	15	Now I urge you, brethren (you know the household of Stephanas, that they were the first fruits of Achaia, and that they have devoted themselves for ministry to the saints),	46
NASB	1 Corinthians	16	16	That you also be in subjection to such men and to everyone who helps in the work and labors.	46
NASB	1 Corinthians	16	17	I rejoice over the coming of Stephanas and Fortunatus and Achaicus, because they have supplied what was lacking on your part.	46
NASB	1 Corinthians	16	18	For they have refreshed my spirit and yours. Therefore acknowledge such men.	46
NASB	1 Corinthians	16	19	The churches of Asia greet you. Aquila and Prisca greet you heartily in the Lord, with the church that is in their house.	46
NASB	1 Corinthians	16	2	On the first day of every week each one of you is to put aside and save, as he may prosper, so that no collections be made when I come.	46
NASB	1 Corinthians	16	20	All the brethren greet you. Greet one another with a holy kiss.	46
NASB	1 Corinthians	16	21	The greeting is in my own hand&mdash;Paul.	46
NASB	1 Corinthians	16	22	If anyone does not love the Lord, he is to be accursed. Maranatha.	46
